,p_val,avg_logFC,pct.1,pct.2,p_val_adj,cluster,gene,pct.diff
DUSP1,0.000495192,0.253561233,0.96,0.96,1,1,DUSP1,0
KRT5,1.57E-70,1.883286683,0.818,0.012,2.25E-66,2,KRT5,0.806
DLK2,9.14E-68,0.912504607,0.773,0.01,1.30E-63,2,DLK2,0.763
ANXA8,3.21E-47,0.372691447,0.455,0.002,4.59E-43,2,ANXA8,0.453
COL7A1,5.53E-47,0.374693449,0.409,0,7.89E-43,2,COL7A1,0.409
S100A2,2.70E-44,1.83231507,0.955,0.066,3.85E-40,2,S100A2,0.889
FBLN1,1.15E-42,0.916572036,0.682,0.024,1.63E-38,2,FBLN1,0.658
DSC3,7.05E-42,0.374693449,0.364,0,1.01E-37,2,DSC3,0.364
NGFR,1.05E-39,0.564535118,0.455,0.006,1.50E-35,2,NGFR,0.449
NSG1,3.18E-38,0.566525169,0.409,0.004,4.53E-34,2,NSG1,0.405
IL33,8.03E-38,0.847149426,0.727,0.038,1.15E-33,2,IL33,0.689
VSNL1,4.12E-37,0.372691447,0.364,0.002,5.88E-33,2,VSNL1,0.362
KRT17,8.49E-36,3.00582769,1,0.112,1.21E-31,2,KRT17,0.888
PKP1,3.02E-33,0.429324047,0.364,0.004,4.31E-29,2,PKP1,0.36
DKK3,2.27E-32,0.61057728,0.455,0.012,3.24E-28,2,DKK3,0.443
NTF3,3.97E-32,0.403463105,0.318,0.002,5.67E-28,2,NTF3,0.316
AC245041.2,4.49E-32,0.480524152,0.455,0.012,6.40E-28,2,AC245041.2,0.443
KRT15,2.98E-31,2.692394932,0.909,0.098,4.25E-27,2,KRT15,0.811
SEMA5A,2.94E-30,0.513881435,0.364,0.006,4.19E-26,2,SEMA5A,0.358
SNCG,1.90E-27,0.329014178,0.364,0.008,2.70E-23,2,SNCG,0.356
LHFPL6,2.84E-27,0.600497011,0.636,0.042,4.06E-23,2,LHFPL6,0.594
ZNF667-AS1,2.26E-26,0.436635859,0.5,0.024,3.22E-22,2,ZNF667-AS1,0.476
TP63,7.63E-26,0.576032371,0.409,0.014,1.09E-21,2,TP63,0.395
ADH7,1.23E-25,0.591842977,0.318,0.006,1.75E-21,2,ADH7,0.312
SERPINF1,7.72E-25,1.6717078,0.909,0.144,1.10E-20,2,SERPINF1,0.765
IGFBP2,1.48E-24,1.709908666,0.773,0.084,2.11E-20,2,IGFBP2,0.689
COL4A5,3.57E-24,0.387589756,0.409,0.016,5.09E-20,2,COL4A5,0.393
TNS4,1.03E-23,0.338944746,0.273,0.004,1.47E-19,2,TNS4,0.269
MT1X,3.72E-22,2.288654519,0.955,0.218,5.31E-18,2,MT1X,0.737
SYT8,5.30E-22,1.036779256,0.682,0.072,7.57E-18,2,SYT8,0.61
LOXL4,9.12E-22,0.46091568,0.455,0.026,1.30E-17,2,LOXL4,0.429
IGFBP7,1.47E-21,1.364759188,0.955,0.184,2.10E-17,2,IGFBP7,0.771
SPOCK3,3.45E-21,0.480524152,0.318,0.01,4.92E-17,2,SPOCK3,0.308
CCND2,3.15E-19,0.506603864,0.545,0.048,4.49E-15,2,CCND2,0.497
F3,9.15E-19,2.048075559,1,0.299,1.31E-14,2,F3,0.701
C12orf75,1.32E-18,0.452085716,0.545,0.05,1.88E-14,2,C12orf75,0.495
ABI3BP,3.52E-18,0.444463687,0.364,0.02,5.03E-14,2,ABI3BP,0.344
CH25H,6.26E-18,1.338960548,0.909,0.194,8.92E-14,2,CH25H,0.715
EYA2,1.07E-17,0.521727026,0.5,0.046,1.52E-13,2,EYA2,0.454
KRT4,1.15E-17,0.873786786,0.591,0.068,1.63E-13,2,KRT4,0.523
LINC00885,7.65E-17,0.286391434,0.364,0.022,1.09E-12,2,LINC00885,0.342
GJB3,1.19E-16,0.260348469,0.318,0.016,1.70E-12,2,GJB3,0.302
LGALS7B,1.20E-16,0.319181257,0.318,0.016,1.71E-12,2,LGALS7B,0.302
PRNP,8.71E-16,0.925883467,0.864,0.22,1.24E-11,2,PRNP,0.644
DAPL1,8.81E-16,0.498070829,0.318,0.018,1.26E-11,2,DAPL1,0.3
GCLC,1.32E-15,0.35848974,0.455,0.042,1.88E-11,2,GCLC,0.413
ISYNA1,1.96E-15,0.574251426,0.636,0.092,2.79E-11,2,ISYNA1,0.544
SGCE,3.00E-15,0.509657302,0.545,0.066,4.29E-11,2,SGCE,0.479
CHST9,7.90E-15,0.638394613,0.545,0.066,1.13E-10,2,CHST9,0.479
SOD3,1.39E-14,1.238832395,0.818,0.208,1.99E-10,2,SOD3,0.61
HSPA4L,2.34E-14,0.337324303,0.364,0.028,3.33E-10,2,HSPA4L,0.336
PHYHD1,3.63E-14,0.466562662,0.636,0.096,5.18E-10,2,PHYHD1,0.54
FHL2,3.63E-14,0.789419747,0.727,0.142,5.18E-10,2,FHL2,0.585
TRIM29,4.66E-14,0.35657952,0.409,0.038,6.65E-10,2,TRIM29,0.371
TINAGL1,5.14E-14,0.467580663,0.5,0.06,7.34E-10,2,TINAGL1,0.44
FGFR3,7.34E-14,0.469434231,0.5,0.06,1.05E-09,2,FGFR3,0.44
LTBP4,7.37E-14,0.613379308,0.636,0.106,1.05E-09,2,LTBP4,0.53
BCAM,1.06E-13,1.2340255,1,0.77,1.51E-09,2,BCAM,0.23
DLL1,1.24E-13,0.474813967,0.409,0.04,1.77E-09,2,DLL1,0.369
GPC1,2.39E-13,0.433532308,0.545,0.076,3.41E-09,2,GPC1,0.469
ID1,2.95E-13,1.700867855,0.955,0.419,4.21E-09,2,ID1,0.536
FAM189A2,3.65E-13,0.522584536,0.5,0.066,5.21E-09,2,FAM189A2,0.434
VPS13D,6.16E-13,0.844296357,0.727,0.166,8.79E-09,2,VPS13D,0.561
CAVIN1,7.69E-13,0.499659392,0.682,0.126,1.10E-08,2,CAVIN1,0.556
SOX2,1.25E-12,0.533472756,0.682,0.12,1.78E-08,2,SOX2,0.562
AJUBA,1.38E-12,0.337324303,0.364,0.034,1.97E-08,2,AJUBA,0.33
NDFIP2,1.42E-12,0.663241826,0.818,0.204,2.03E-08,2,NDFIP2,0.614
TSC22D1,2.36E-12,1.315479404,1,0.876,3.37E-08,2,TSC22D1,0.124
MDFI,2.48E-12,0.258378025,0.273,0.018,3.53E-08,2,MDFI,0.255
LAMB3,3.72E-12,0.884219071,0.818,0.23,5.31E-08,2,LAMB3,0.588
GSTO2,6.39E-12,0.356355027,0.455,0.058,9.12E-08,2,GSTO2,0.397
ADRB2,7.01E-12,0.75600375,0.773,0.19,1.00E-07,2,ADRB2,0.583
HCAR3,8.59E-12,0.851157448,0.5,0.076,1.23E-07,2,HCAR3,0.424
ANOS1,1.09E-11,0.815281688,0.455,0.064,1.56E-07,2,ANOS1,0.391
MT1E,1.11E-11,1.546487157,1,0.485,1.58E-07,2,MT1E,0.515
FBXO17,1.24E-11,0.278594123,0.318,0.028,1.78E-07,2,FBXO17,0.29
ITM2B,1.35E-11,0.865748284,1,0.968,1.92E-07,2,ITM2B,0.032
PALMD,1.61E-11,0.444463687,0.273,0.02,2.29E-07,2,PALMD,0.253
LGALS1,1.67E-11,0.718630576,0.591,0.112,2.39E-07,2,LGALS1,0.479
MPZL2,1.78E-11,0.830383546,1,0.561,2.53E-07,2,MPZL2,0.439
NLRX1,1.78E-11,0.286391434,0.273,0.02,2.53E-07,2,NLRX1,0.253
JAG2,1.90E-11,0.381701614,0.273,0.02,2.71E-07,2,JAG2,0.253
WTIP,2.28E-11,0.267010982,0.364,0.038,3.25E-07,2,WTIP,0.326
EFEMP2,2.43E-11,0.514136857,0.409,0.052,3.47E-07,2,EFEMP2,0.357
ADH1C,2.48E-11,0.896559501,0.682,0.16,3.54E-07,2,ADH1C,0.522
ASNSD1,3.24E-11,0.367730798,0.682,0.136,4.62E-07,2,ASNSD1,0.546
CAV2,7.34E-11,0.827010721,0.818,0.259,1.05E-06,2,CAV2,0.559
RPL15,8.00E-11,0.780601362,1,0.994,1.14E-06,2,RPL15,0.006
FLRT3,8.01E-11,0.559695951,0.682,0.14,1.14E-06,2,FLRT3,0.542
ZNF711,9.19E-11,0.252489882,0.273,0.022,1.31E-06,2,ZNF711,0.251
RGCC,1.01E-10,1.202718745,0.636,0.152,1.44E-06,2,RGCC,0.484
MYADM,1.09E-10,0.558185377,0.727,0.178,1.55E-06,2,MYADM,0.549
CMTM7,1.20E-10,0.440542114,0.636,0.132,1.71E-06,2,CMTM7,0.504
ID3,1.21E-10,0.812221767,0.545,0.104,1.73E-06,2,ID3,0.441
IKBIP,1.24E-10,0.448347394,0.455,0.068,1.76E-06,2,IKBIP,0.387
CTGF,1.26E-10,1.832521,0.727,0.2,1.79E-06,2,CTGF,0.527
RPLP1,1.27E-10,0.749666155,1,0.998,1.81E-06,2,RPLP1,0.002
PDPN,1.31E-10,0.484387781,0.409,0.058,1.87E-06,2,PDPN,0.351
JUNB,1.86E-10,1.403316885,1,0.964,2.65E-06,2,JUNB,0.036
WIPI1,2.44E-10,0.729957699,0.682,0.172,3.49E-06,2,WIPI1,0.51
MYC,3.02E-10,1.244079632,0.727,0.226,4.30E-06,2,MYC,0.501
TCEAL2,3.44E-10,0.34897492,0.364,0.044,4.91E-06,2,TCEAL2,0.32
CDH3,3.46E-10,0.55473987,0.409,0.06,4.94E-06,2,CDH3,0.349
CFH,3.50E-10,0.649028284,0.864,0.303,4.99E-06,2,CFH,0.561
FOS,3.50E-10,1.19353799,1,0.974,5.00E-06,2,FOS,0.026
TAGLN,3.86E-10,0.786188727,0.318,0.034,5.51E-06,2,TAGLN,0.284
PPP1R13L,4.34E-10,0.326025987,0.591,0.114,6.19E-06,2,PPP1R13L,0.477
CD9,8.47E-10,0.864727568,1,0.966,1.21E-05,2,CD9,0.034
CYP4B11,9.26E-10,0.914103561,1,0.743,1.32E-05,2,CYP4B1,0.257
VILL,1.16E-09,0.27471815,0.318,0.036,1.65E-05,2,VILL,0.282
ITGA2,1.38E-09,0.613868978,0.5,0.09,1.97E-05,2,ITGA2,0.41
DST,1.75E-09,0.869409403,0.5,0.096,2.50E-05,2,DST,0.404
KRT19,2.02E-09,1.189455277,1,0.904,2.89E-05,2,KRT19,0.096
TGIF1,2.09E-09,0.811652509,0.773,0.253,2.98E-05,2,TGIF1,0.52
PAPSS1,2.15E-09,0.506073782,0.727,0.198,3.07E-05,2,PAPSS1,0.529
RPL3,2.20E-09,0.641403086,1,0.998,3.14E-05,2,RPL3,0.002
TCF4,2.28E-09,0.320961884,0.455,0.076,3.25E-05,2,TCF4,0.379
DHRS3,2.29E-09,0.908402473,0.818,0.325,3.26E-05,2,DHRS3,0.493
SSPN,2.32E-09,0.36565742,0.409,0.064,3.31E-05,2,SSPN,0.345
INPP1,2.33E-09,0.363363658,0.5,0.094,3.33E-05,2,INPP1,0.406
LBH,2.40E-09,0.641669534,0.545,0.11,3.43E-05,2,LBH,0.435
IFITM1,2.45E-09,0.443791801,0.5,0.098,3.50E-05,2,IFITM1,0.402
LUZP1,2.47E-09,0.320961884,0.455,0.076,3.53E-05,2,LUZP1,0.379
CLASP1,2.49E-09,0.303165384,0.409,0.062,3.56E-05,2,CLASP1,0.347
EGR1,2.61E-09,1.132548393,1,0.754,3.72E-05,2,EGR1,0.246
KCTD1,2.70E-09,0.303165384,0.409,0.062,3.85E-05,2,KCTD1,0.347
CHIC2,2.81E-09,0.332566165,0.5,0.092,4.01E-05,2,CHIC2,0.408
IL18,3.29E-09,0.413513441,0.409,0.064,4.70E-05,2,IL18,0.345
CLDN1,3.44E-09,0.744619982,0.591,0.146,4.91E-05,2,CLDN1,0.445
KLF10,3.48E-09,0.74976348,0.682,0.2,4.96E-05,2,KLF10,0.482
FOXP1,3.80E-09,0.705649864,0.727,0.242,5.42E-05,2,FOXP1,0.485
GPSM2,4.97E-09,0.341427715,0.364,0.052,7.09E-05,2,GPSM2,0.312
UBC,5.98E-09,0.808593928,1,0.996,8.53E-05,2,UBC,0.004
PROSER2,7.41E-09,0.28267384,0.364,0.052,0.000105707,2,PROSER2,0.312
LPAR6,7.78E-09,0.263981707,0.409,0.064,0.000111012,2,LPAR6,0.345
MED17,7.98E-09,0.255560476,0.364,0.052,0.000113876,2,MED17,0.312
FBXO32,8.20E-09,0.842588415,0.545,0.13,0.000117061,2,FBXO32,0.415
PLP2,8.55E-09,0.783504161,0.818,0.281,0.000121952,2,PLP2,0.537
GALNT18,8.82E-09,0.339825725,0.455,0.082,0.000125796,2,GALNT18,0.373
TPBG,9.30E-09,0.319888182,0.636,0.146,0.000132723,2,TPBG,0.49
NPM2,9.41E-09,0.251772592,0.364,0.052,0.000134199,2,NPM2,0.312
TMEM237,9.60E-09,0.34897492,0.455,0.084,0.000136961,2,TMEM237,0.371
HMGB3,1.12E-08,0.830407245,0.818,0.315,0.000160415,2,HMGB3,0.503
ZFP36,1.21E-08,1.52852374,0.955,0.964,0.000172591,2,ZFP36,-0.009
AHDC1,1.23E-08,0.326502064,0.409,0.068,0.000175388,2,AHDC1,0.341
SYTL1,1.52E-08,0.537985465,0.591,0.158,0.000217439,2,SYTL1,0.433
CTNNAL1,1.82E-08,0.306903706,0.364,0.054,0.00026029,2,CTNNAL1,0.31
HACD4,1.90E-08,0.257459811,0.318,0.042,0.000270499,2,HACD4,0.276
DBN1,1.92E-08,0.293880266,0.409,0.068,0.000273278,2,DBN1,0.341
RPL291,1.97E-08,0.546253382,1,0.984,0.000281109,2,RPL29,0.016
CAVIN2,2.20E-08,0.642556715,0.955,0.423,0.000313693,2,CAVIN2,0.532
YBX1,2.32E-08,0.71486205,1,0.942,0.000331156,2,YBX1,0.058
CAV1,2.53E-08,0.7713505,0.727,0.236,0.000360822,2,CAV1,0.491
ANXA11,2.56E-08,1.135573322,0.909,0.778,0.000364872,2,ANXA1,0.131
IFNGR1,2.62E-08,0.667909536,0.818,0.315,0.000373304,2,IFNGR1,0.503
PDE12,2.71E-08,0.255560476,0.364,0.056,0.000387267,2,PDE12,0.308
RPL321,2.86E-08,0.752069988,1,0.996,0.000407751,2,RPL32,0.004
NBL1,3.10E-08,0.363790006,0.364,0.058,0.000442991,2,NBL1,0.306
SOCS3,3.31E-08,1.190805298,0.909,0.521,0.000472299,2,SOCS3,0.388
FAM107A,3.60E-08,0.386432483,0.273,0.032,0.000513495,2,FAM107A,0.241
CROT,3.60E-08,0.329631957,0.318,0.044,0.000514095,2,CROT,0.274
ZFYVE21,3.75E-08,0.547777703,0.773,0.251,0.000534339,2,ZFYVE21,0.522
RPL34,4.49E-08,0.514757252,1,0.998,0.000640714,2,RPL34,0.002
POMGNT1,4.60E-08,0.514576572,0.545,0.13,0.000656626,2,POMGNT1,0.415
ZYX,4.88E-08,0.393208175,0.591,0.148,0.00069621,2,ZYX,0.443
PIM1,5.01E-08,0.284791576,0.455,0.086,0.000715038,2,PIM1,0.369
RPL141,5.02E-08,0.578897031,1,0.994,0.000715963,2,RPL14,0.006
EGFR,5.17E-08,0.702018898,0.591,0.158,0.000738007,2,EGFR,0.433
DCN,6.22E-08,0.648085688,0.273,0.034,0.000887087,2,DCN,0.239
RPS3,6.36E-08,0.550818597,1,0.996,0.000907215,2,RPS3,0.004
RPS25,6.48E-08,0.727510616,1,0.982,0.000925276,2,RPS25,0.018
SDHD,6.61E-08,0.452128277,0.727,0.232,0.000943164,2,SDHD,0.495
JUN,8.39E-08,1.045393047,1,0.98,0.001197066,2,JUN,0.02
PCNP,8.49E-08,0.57848636,0.864,0.417,0.001211925,2,PCNP,0.447
MRPS31,8.58E-08,0.309330089,0.5,0.108,0.001223735,2,MRPS31,0.392
FAM213A,8.62E-08,0.606558961,0.864,0.317,0.001230494,2,FAM213A,0.547
PHGDH,9.66E-08,0.26317956,0.273,0.034,0.001378256,2,PHGDH,0.239
LRRC8A,9.95E-08,0.558325149,0.5,0.12,0.001419131,2,LRRC8A,0.38
THSD4,1.01E-07,0.267010982,0.273,0.034,0.001439104,2,THSD4,0.239
PTPN3,1.07E-07,0.288350298,0.5,0.11,0.001523551,2,PTPN3,0.39
BAG31,1.07E-07,0.562123941,0.818,0.297,0.001533098,2,BAG3,0.521
ARHGAP23,1.13E-07,0.390913609,0.364,0.064,0.001615835,2,ARHGAP23,0.3
COPS4,1.19E-07,0.353921344,0.636,0.174,0.001700786,2,COPS4,0.462
SERPING1,1.22E-07,0.505683901,0.773,0.287,0.001747268,2,SERPING1,0.486
IGFBP5,1.34E-07,0.661025584,0.273,0.036,0.00191182,2,IGFBP5,0.237
TIMP3,1.35E-07,0.558287925,0.5,0.116,0.001926553,2,TIMP3,0.384
ZFP36L2,1.38E-07,0.908975003,0.864,0.629,0.001968892,2,ZFP36L2,0.235
GOT1,1.48E-07,0.334790285,0.5,0.114,0.002117973,2,GOT1,0.386
RPSA,1.58E-07,0.608269713,1,0.968,0.002251717,2,RPSA,0.032
DIMT1,1.70E-07,0.293554126,0.545,0.13,0.002420356,2,DIMT1,0.415
RPL21,1.71E-07,0.667766546,1,0.992,0.002445211,2,RPL21,0.008
MYL12B,1.86E-07,0.511299089,1,0.96,0.002649825,2,MYL12B,0.04
THBD,1.88E-07,0.376935735,0.318,0.05,0.002680383,2,THBD,0.268
EDN1,2.01E-07,1.21732619,0.5,0.122,0.002861499,2,EDN1,0.378
RPL13A,2.16E-07,0.536303216,1,0.998,0.003076832,2,RPL13A,0.002
AXL,2.31E-07,0.259362761,0.273,0.036,0.003297202,2,AXL,0.237
GNPDA1,2.62E-07,0.374292728,0.409,0.082,0.003731902,2,GNPDA1,0.327
SINHCAF,2.88E-07,0.443413387,0.636,0.184,0.004114603,2,SINHCAF,0.452
PDLIM4,2.96E-07,0.440181688,0.409,0.084,0.004229919,2,PDLIM4,0.325
MT1M,3.26E-07,0.495409718,0.364,0.066,0.004654603,2,MT1M,0.298
POLR1D,3.40E-07,0.478393901,0.818,0.309,0.004845191,2,POLR1D,0.509
IER3,3.74E-07,1.103116613,0.864,0.665,0.005337306,2,IER3,0.199
CD24,3.92E-07,0.587497757,0.727,0.234,0.005599167,2,CD24,0.493
RPL27A,3.98E-07,0.477239495,1,0.998,0.00567515,2,RPL27A,0.002
SLC16A5,4.12E-07,0.269552752,0.364,0.066,0.005871957,2,SLC16A5,0.298
IRF6,4.23E-07,0.408398341,0.545,0.148,0.00603459,2,IRF6,0.397
ZNF385A,4.40E-07,0.267692287,0.364,0.066,0.006276561,2,ZNF385A,0.298
NBDY,4.79E-07,0.383954639,0.636,0.198,0.006834418,2,NBDY,0.438
ANKRD6,4.95E-07,0.278907358,0.318,0.052,0.007057556,2,ANKRD6,0.266
TNFRSF12A1,5.06E-07,0.887971421,0.682,0.265,0.007216408,2,TNFRSF12A,0.417
DUOXA1,5.71E-07,0.345508712,0.5,0.124,0.008151303,2,DUOXA1,0.376
LSM6,6.04E-07,0.320804043,0.545,0.146,0.008612578,2,LSM6,0.399
CALD1,6.26E-07,0.455404383,0.409,0.088,0.008934157,2,CALD1,0.321
LMO4,6.28E-07,0.485834103,0.5,0.128,0.008959369,2,LMO4,0.372
C9orf3,6.67E-07,0.500524818,0.591,0.178,0.009519193,2,C9orf3,0.413
CCNB1IP1,6.76E-07,0.335181598,0.545,0.146,0.009642783,2,CCNB1IP1,0.399
LAMA3,6.90E-07,0.333470734,0.273,0.04,0.009838407,2,LAMA3,0.233
SHISA5,7.61E-07,0.366760353,0.591,0.172,0.010851781,2,SHISA5,0.419
AMOTL2,7.82E-07,0.252245294,0.455,0.1,0.01116441,2,AMOTL2,0.355
PERP,7.99E-07,0.922231583,0.909,0.842,0.011399224,2,PERP,0.067
RPS6,8.23E-07,0.505253177,1,0.998,0.011743494,2,RPS6,0.002
SRGAP3,8.37E-07,0.467580663,0.364,0.072,0.011948495,2,SRGAP3,0.292
FBL,8.81E-07,0.652917513,0.727,0.319,0.012566477,2,FBL,0.408
PRDX61,9.19E-07,0.544407259,0.955,0.884,0.013118657,2,PRDX6,0.071
ALDH3A11,9.75E-07,0.377008444,0.682,0.216,0.013916722,2,ALDH3A1,0.466
BHLHE401,9.82E-07,0.480467576,0.909,0.503,0.014004251,2,BHLHE40,0.406
TMEM43,1.02E-06,0.373955403,0.545,0.152,0.014516027,2,TMEM43,0.393
XPC,1.04E-06,0.295505964,0.409,0.088,0.01484682,2,XPC,0.321
CLU,1.13E-06,0.679914363,1,0.818,0.016115962,2,CLU,0.182
TOP1MT,1.19E-06,0.293880266,0.364,0.072,0.016946143,2,TOP1MT,0.292
RPL35A,1.24E-06,0.485644062,1,0.988,0.017721794,2,RPL35A,0.012
ARHGEF35,1.28E-06,0.38986369,0.545,0.152,0.018243817,2,ARHGEF35,0.393
RPS8,1.34E-06,0.447115188,1,0.996,0.019051888,2,RPS8,0.004
FMO2,1.39E-06,0.279341228,0.5,0.118,0.019832052,2,FMO2,0.382
NMD3,1.42E-06,0.286569354,0.455,0.108,0.020314337,2,NMD3,0.347
BTF3,1.43E-06,0.496550044,1,0.97,0.020386139,2,BTF3,0.03
APLP2,1.52E-06,0.640224603,1,0.854,0.021735166,2,APLP2,0.146
SMIM4,1.60E-06,0.404254116,0.682,0.24,0.02278298,2,SMIM4,0.442
STMN1,1.66E-06,0.421295582,0.545,0.154,0.023694748,2,STMN1,0.391
SLC1A5,1.71E-06,0.590565885,0.636,0.226,0.024461798,2,SLC1A5,0.41
TACSTD2,1.74E-06,0.887862873,1,0.962,0.024822621,2,TACSTD2,0.038
MORF4L1,1.77E-06,0.45448479,1,0.864,0.025270377,2,MORF4L1,0.136
ANXA2,1.77E-06,0.610620019,1,0.976,0.025297796,2,ANXA2,0.024
CRELD1,1.84E-06,0.302713202,0.409,0.092,0.026193359,2,CRELD1,0.317
SERTAD1,1.93E-06,0.546871689,0.727,0.281,0.02754855,2,SERTAD1,0.446
DUSP14,2.04E-06,0.35794359,0.409,0.092,0.029130292,2,DUSP14,0.317
SSBP2,2.24E-06,0.443972649,0.5,0.14,0.031998313,2,SSBP2,0.36
ZNF22,2.30E-06,0.32781872,0.636,0.204,0.032746032,2,ZNF22,0.432
NPM3,2.34E-06,0.296789167,0.545,0.152,0.033386207,2,NPM3,0.393
SNAPC1,2.38E-06,0.309330089,0.455,0.114,0.033894933,2,SNAPC1,0.341
RPL5,2.42E-06,0.355618386,1,0.994,0.034557501,2,RPL5,0.006
HES1,2.56E-06,0.824549594,0.682,0.269,0.036469654,2,HES1,0.413
STK17A,2.82E-06,0.520418359,0.591,0.198,0.040197811,2,STK17A,0.393
EMP3,2.83E-06,0.471849018,0.409,0.102,0.040369753,2,EMP3,0.307
TMA7,2.92E-06,0.692406247,0.955,0.898,0.041723158,2,TMA7,0.057
DUSP2,2.97E-06,0.340085973,0.364,0.076,0.042432131,2,DUSP2,0.288
DNAJC2,3.01E-06,0.34897492,0.5,0.138,0.042962848,2,DNAJC2,0.362
HRAS,3.05E-06,0.343475365,0.364,0.078,0.043505428,2,HRAS,0.286
HMBS,3.12E-06,0.262131568,0.364,0.076,0.04449509,2,HMBS,0.288
RPS21,3.15E-06,0.653518964,1,0.99,0.044892196,2,RPS21,0.01
RPS15,3.46E-06,0.467660393,1,0.996,0.049437397,2,RPS15,0.004
EPHA2,3.51E-06,0.401914305,0.5,0.14,0.05003296,2,EPHA2,0.36
ADIRF1,3.52E-06,0.879181912,0.955,0.8,0.050215755,2,ADIRF,0.155
TRIB1,3.58E-06,0.897491815,0.773,0.405,0.051009399,2,TRIB1,0.368
ZSCAN18,3.58E-06,0.335181598,0.5,0.14,0.051141662,2,ZSCAN18,0.36
GAPDH,3.66E-06,0.630267195,1,0.972,0.0521884,2,GAPDH,0.028
THOC6,3.68E-06,0.340331824,0.5,0.138,0.052449166,2,THOC6,0.362
SLC3A2,3.83E-06,0.505683901,0.727,0.285,0.054578337,2,SLC3A2,0.442
MRPL46,3.83E-06,0.275564736,0.409,0.096,0.054658163,2,MRPL46,0.313
APPL1,4.13E-06,0.336895394,0.5,0.138,0.058942809,2,APPL1,0.362
APP,4.13E-06,0.603269977,0.909,0.681,0.058976486,2,APP,0.228
MRPL11,4.25E-06,0.345774917,0.591,0.186,0.060663347,2,MRPL11,0.405
IGFBP6,4.32E-06,0.512862775,0.364,0.076,0.061624835,2,IGFBP6,0.288
EFEMP11,4.35E-06,0.668532201,0.909,0.529,0.062135536,2,EFEMP1,0.38
CXCL6,4.48E-06,0.410417464,0.364,0.076,0.063925834,2,CXCL6,0.288
EGR2,4.57E-06,0.452874515,0.318,0.062,0.065174966,2,EGR2,0.256
FOXN3,4.78E-06,0.428112241,0.636,0.212,0.06815664,2,FOXN3,0.424
PRKCD,4.94E-06,0.300534957,0.455,0.118,0.070539732,2,PRKCD,0.337
AVPI1,5.04E-06,0.531296477,0.5,0.152,0.07189131,2,AVPI1,0.348
RPS13,5.15E-06,0.489149518,1,0.986,0.073515696,2,RPS13,0.014
SCNN1G,5.19E-06,0.307100848,0.455,0.112,0.074075309,2,SCNN1G,0.343
DUSP11,5.24E-06,0.854502668,1,0.958,0.074711521,2,DUSP1,0.042
METTL7A,5.25E-06,0.440223592,0.545,0.166,0.0748616,2,METTL7A,0.379
TPRKB,5.42E-06,0.291717305,0.545,0.16,0.077287171,2,TPRKB,0.385
CRYBG1,5.95E-06,0.281024258,0.364,0.08,0.084903822,2,CRYBG1,0.284
FOXK2,6.00E-06,0.254019917,0.455,0.116,0.085640613,2,FOXK2,0.339
MT2A,6.08E-06,1.834437103,0.818,0.669,0.08675773,2,MT2A,0.149
TRIP10,6.16E-06,0.398624829,0.545,0.176,0.087843658,2,TRIP10,0.369
RND3,6.54E-06,0.405214638,0.455,0.114,0.0933526,2,RND3,0.341
RPL10A,6.60E-06,0.506845381,1,0.992,0.094210285,2,RPL10A,0.008
CYR61,6.72E-06,1.482296203,0.818,0.669,0.095891532,2,CYR61,0.149
RARRES2,6.91E-06,0.29013442,0.364,0.078,0.098662911,2,RARRES2,0.286
RPS28,6.97E-06,0.478044829,1,0.996,0.099518128,2,RPS28,0.004
BCL7A,7.04E-06,0.376125909,0.364,0.082,0.100483421,2,BCL7A,0.282
CSRNP1,7.07E-06,0.632202642,0.591,0.214,0.100886744,2,CSRNP1,0.377
ABLIM1,7.23E-06,0.393208175,0.5,0.142,0.103162887,2,ABLIM1,0.358
RPL28,7.46E-06,0.401561108,1,0.998,0.106484581,2,RPL28,0.002
FOSB1,7.59E-06,0.815053678,0.955,0.741,0.108337691,2,FOSB,0.214
MYL12A,7.65E-06,0.487051775,1,0.924,0.109101438,2,MYL12A,0.076
RETREG1,8.12E-06,0.255560476,0.273,0.048,0.115788003,2,RETREG1,0.225
RPS7,8.26E-06,0.411388042,1,0.998,0.117880742,2,RPS7,0.002
EIF1B,8.56E-06,0.50416781,0.636,0.257,0.122119075,2,EIF1B,0.379
HNRNPA11,8.84E-06,0.540159164,1,0.984,0.126198319,2,HNRNPA1,0.016
KLK10,8.90E-06,0.468921198,0.545,0.168,0.126928052,2,KLK10,0.377
LNX2,9.14E-06,0.270681994,0.455,0.12,0.130405809,2,LNX2,0.335
EPB41L4A-AS1,9.17E-06,0.291816506,0.455,0.122,0.130866009,2,EPB41L4A-AS1,0.333
AHCY,9.22E-06,0.297681626,0.636,0.208,0.131489034,2,AHCY,0.428
PDLIM7,9.36E-06,0.259362761,0.364,0.082,0.13356266,2,PDLIM7,0.282
MYL9,9.82E-06,0.494482504,0.682,0.271,0.140174577,2,MYL9,0.411
ATP5IF1,1.09E-05,0.443673874,1,0.806,0.154985349,2,ATP5IF1,0.194
RPS9,1.16E-05,0.423104746,1,0.994,0.165388408,2,RPS9,0.006
CLSTN1,1.20E-05,0.367730798,0.455,0.13,0.171768302,2,CLSTN1,0.325
PHF20,1.20E-05,0.270031718,0.545,0.164,0.171844948,2,PHF20,0.381
