ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
hsa05310	hsa05310	Asthma	21	0.600317678838713	2.0452583653432	0.000301604661926226	0.009349744519713	0.00759062450589449	2541	tags=62%, list=17%, signal=52%	HLA-DQA2/HLA-DMB/HLA-DRB5/HLA-DOB/HLA-DPA1/HLA-DQB1/HLA-DMA/HLA-DRB1/HLA-DOA/FCER1A/HLA-DQA1/HLA-DRA/HLA-DPB1
hsa05204	hsa05204	Chemical carcinogenesis - DNA adducts	46	-0.415058992564576	-2.12726646981741	0.000377198345383825	0.0107187196479904	0.00870203200315316	3631	tags=57%, list=24%, signal=43%	GSTO2/GSTA1/HSD11B1/CYP3A7/CYP2C18/CYP2C8/UGT2B4/UGT1A7/UGT1A1/SULT2A1/CYP3A43/CYP1A2/GSTM4/GSTM2/PTGS2/SULT1A4/CYP2A7/UGT2B7/UGT1A6/UGT2A1/GSTA2/UGT2B17/CYP2E1/GSTT2B/AKR1C2/CYP2A6
hsa00970	hsa00970	Aminoacyl-tRNA biosynthesis	25	0.541170726708014	1.95025079744117	0.000598174437460066	0.0156905756287602	0.0127384515831577	5085	tags=72%, list=33%, signal=48%	GATB/VARS2/TARS2/EARS2/DARS2/HARS2/PARS2/QRSL1/YARS2/CARS2/RARS2/FARSA/MTFMT/IARS2/FARSB/SARS2/SEPSECS/NARS2
hsa04146	hsa04146	Peroxisome	70	0.390840467332193	1.78133440405121	0.000969584107370515	0.0220418787075564	0.0178947803676102	4913	tags=53%, list=32%, signal=36%	ABCD1/PEX12/PEX11G/DECR2/PEX11A/ABCD4/PMVK/MVK/DHRS4/ACSL5/PAOX/PEX2/PEX5/EHHADH/PEX10/ACOT8/HMGCL/BAAT/NUDT19/PHYH/SCP2/PEX16/ACOX1/AGPS/HSD17B4/EPHX2/GNPAT/NUDT12/IDH1/ACOX3/AMACR/PEX11B/PEX14/PRDX1/HACL1/ECH1/FAR1
hsa01240	hsa01240	Biosynthesis of cofactors	117	0.344128124105825	1.71676133665034	0.000941263763389677	0.0220418787075564	0.0178947803676102	4109	tags=44%, list=27%, signal=33%	BCAT1/AK8/BCO1/PPOX/COQ5/NQO1/EARS2/PSAT1/QPRT/MPI/MOCS2/SPR/BCAT2/FPGS/FLAD1/FECH/AFMID/LIPT2/ALDH1B1/MTHFD1/GSS/KYNU/DHFR/HAAO/VKORC1/GUSB/GMPPA/CPOX/PHOSPHO2/HMBS/RGN/PPCS/COX10/UROS/NAPRT/MAT2B/PPCDC/HSD17B6/NMNAT2/PNPO/UGDH/CTPS1/DHFR2/MMAB/NME3/NMNAT1/TPK1/NFS1/NME4/GGCX/CTPS2/COQ7
hsa00830	hsa00830	Retinol metabolism	39	-0.404153911749799	-1.98386276367357	0.00136478388188525	0.0240085762527342	0.0194914510093197	3399	tags=49%, list=22%, signal=38%	CYP3A7/CYP2C18/CYP2C8/CYP26B1/UGT2B4/UGT1A7/UGT1A1/AWAT2/CYP1A2/CYP27C1/CYP2A7/UGT2B7/UGT1A6/UGT2A1/CYP2B6/UGT2B17/ALDH1A3/CYP2A6/ALDH1A2
hsa00982	hsa00982	Drug metabolism - cytochrome P450	47	-0.384790579502307	-1.9670532940116	0.00146331124146228	0.0240085762527342	0.0194914510093197	619	tags=32%, list=4%, signal=31%	CYP1A2/GSTM4/GSTM2/CYP2A7/UGT2B7/UGT1A6/UGT2A1/GSTA2/CYP2B6/UGT2B17/CYP2E1/GSTT2B/FMO2/FMO3/CYP2A6
hsa00980	hsa00980	Metabolism of xenobiotics by cytochrome P450	52	-0.363081700629342	-1.90463169040889	0.00130470922857244	0.0240085762527342	0.0194914510093197	1710	tags=33%, list=11%, signal=29%	SULT2A1/CYP1A2/GSTM4/GSTM2/AKR1C1/CYP2A7/UGT2B7/UGT1A6/UGT2A1/GSTA2/CYP2B6/UGT2B17/CYP2E1/CYP2F1/GSTT2B/CBR3/CYP2A6
hsa00280	hsa00280	Valine, leucine and isoleucine degradation	41	0.462613505910408	1.88733508331938	0.00147853402142938	0.0240085762527342	0.0194914510093197	5707	tags=59%, list=37%, signal=37%	BCAT1/HMGCS2/ACAD8/ALDH9A1/DBT/BCAT2/ALDH1B1/BCKDHB/ACAA2/OXCT2/ACADS/BCKDHA/EHHADH/HMGCL/ALDH6A1/IL4I1/HADH/PCCB/HIBCH/MCEE/PCCA/ACADM/ACAA1/HADHB
hsa05152	hsa05152	Tuberculosis	135	0.327670802964114	1.66606417632699	0.00139882691733145	0.0240085762527342	0.0194914510093197	3302	tags=34%, list=21%, signal=27%	MAPK13/VDR/RFX5/ATP6V0A1/CAMK2G/TLR1/ITGAM/HLA-DQA2/TGFB3/HLA-DMB/FCGR2B/CLEC7A/HLA-DRB5/CR1/HLA-DOB/ATP6V0A4/HLA-DPA1/HLA-DQB1/HLA-DMA/CD74/SRC/HLA-DRB1/FCGR2A/HLA-DOA/IL23A/CD14/CALM3/CASP8/MYD88/CASP9/HLA-DQA1/CALML4/MRC2/HLA-DRA/HLA-DPB1/ATP6V1H/CARD9/FCGR3A/RAB5C/MAPK9/BAD/IL10RB/MAPK3/NFYA/ATP6AP1/RFXANK
hsa04020	hsa04020	Calcium signaling pathway	202	-0.219887529840571	-1.5840404326893	0.0013701752051232	0.0240085762527342	0.0194914510093197	3660	tags=36%, list=24%, signal=28%	CASQ2/NTRK1/CAMK1G/RYR2/HTR2B/OXTR/AGTR1/HTR4/PLN/CAMK2B/ADRB3/CACNA1C/NOS1/P2RX2/NTRK3/CACNA1H/MYLK3/HRC/PTGER3/CASQ1/FGF10/CAMK2A/CHRM2/ADCY8/CHRM1/HTR2A/SLC8A3/ATP2A1/GRIN2C/CALML6/LHCGR/ATP2B2/DRD5/GDNF/ADRA1B/GRM1/GRIN3A/GRM5/CALML5/HTR7/CACNA1G/ADRA1D/ADRA1A/GRIN2B/PRKCG/VEGFB/PTGER1/MYLK4/NFATC1/FGF8/CACNA1I/LTB4R2/CHRNA7/PDE1A/PLCE1/HRH1/P2RX6/TNNC1/GRIN1/P2RX1/TACR1/PLCG2/ITPKC/ERBB4/DRD1/PTGFR/BDKRB1/BDKRB2/MYLK/EDNRB/MYLK2/SLC8A2/PTAFR
hsa03040	hsa03040	Spliceosome	104	0.344036767281913	1.68078731845749	0.00193446268268809	0.0299841715816654	0.0243427600740176	7721	tags=70%, list=50%, signal=35%	HSPA6/HSPA1L/PPIH/LSM2/EFTUD2/CTNNBL1/SNRPC/U2AF2/THOC3/DHX38/BCAS2/DDX42/USP39/SNRPA/SLU7/U2AF1/HSPA1A/PRPF4/PRPF18/SRSF1/FUS/DDX23/HNRNPA3/RBM8A/LSM4/SF3A2/ACIN1/PLRG1/ZMAT2/SRSF2/DHX16/HSPA1B/SF3B4/CDC5L/ISY1/THOC2/PRPF38A/RBM17/WBP11/RP9/LSM5/PRPF3/SNRPA1/HNRNPC/HNRNPK/SNRNP200/XAB2/SRSF6/PQBP1/SRSF8/SF3A1/HNRNPU/SNRNP70/DDX39B/PRPF19/DHX8/PRPF8/RBM25/SF3B1/SF3B2/RBMX/PPIE/SNRNP40/SYF2/DDX5/SF3B6/SNW1/PRPF31/HNRNPA1/CWC15/PRPF40B/LSM6/PUF60
hsa03020	hsa03020	RNA polymerase	24	0.533338186739092	1.8915614882148	0.00287526023019506	0.0426288581955007	0.0346083954481144	6419	tags=88%, list=42%, signal=51%	POLR3G/POLR3F/POLR3GL/POLR2J2/POLR3K/POLR1A/POLR3C/POLR2G/CRCP/POLR2C/POLR2M/POLR1B/POLR3E/POLR2D/POLR2E/POLR1E/POLR2H/POLR2B/POLR2I/POLR3H/POLR1C
hsa04976	hsa04976	Bile secretion	63	-0.335056353122474	-1.83707824240527	0.00371283838216504	0.0486953033968569	0.0395334613161703	3422	tags=48%, list=22%, signal=37%	SLC22A1/ABCB1/ATP1A3/UGT2B4/ADCY8/SLC10A2/ATP1A4/ABCG8/UGT1A7/UGT1A1/ADCY5/NR1H4/SLC10A1/AQP8/SULT2A1/SLC4A5/FXYD2/ATP1A2/SLCO1A2/SLC4A4/SLC27A5/UGT2B7/UGT1A6/SLC2A1/SCT/UGT2A1/ABCG2/LDLR/UGT2B17/AQP9
hsa01250	hsa01250	Biosynthesis of nucleotide sugars	32	0.476356280908365	1.83123308854696	0.00367815701176365	0.0486953033968569	0.0395334613161703	3958	tags=53%, list=26%, signal=40%	FPGT/HKDC1/HK3/MPI/UAP1L1/TGDS/GNPNAT1/GALK1/GALK2/GFPT1/GMPPA/GALE/UXS1/NANS/UGDH/NANP/GNE
hsa03420	hsa03420	Nucleotide excision repair	53	0.409490556768084	1.78037966621473	0.00350587539051925	0.0486953033968569	0.0395334613161703	7041	tags=70%, list=46%, signal=38%	GTF2H2C/RFC4/RFC5/CETN2/GTF2H4/RPA4/POLR2J2/ERCC3/CUL4A/RPA2/RFC2/CDK7/CUL4B/XPA/GTF2H5/POLR2G/LIG1/POLR2C/POLR2M/CCNH/GTF2H2/POLR2D/POLR2E/XPC/RAD23B/UVSSA/POLR2H/POLR2B/POLD4/POLR2I/ERCC1/DDB1/RAD23A/RFC1/POLD1/POLR2K/ERCC8
hsa05340	hsa05340	Primary immunodeficiency	33	0.441412197608036	1.71943586535405	0.00755367319175013	0.0954000947550664	0.0774509181064438	2609	tags=39%, list=17%, signal=33%	RFX5/JAK3/BTK/CD79A/BLNK/TNFRSF13B/PTPRC/DCLRE1C/IL7R/ZAP70/ADA/TAP1/IKBKG
hsa05145	hsa05145	Toxoplasmosis	87	0.330938777130498	1.56718020430074	0.00878694351744106	0.107012419265979	0.08687842650703	3485	tags=37%, list=23%, signal=29%	MAPK13/LY96/HLA-DQA2/TGFB3/HLA-DMB/TAB1/HSPA6/HSPA1L/HLA-DRB5/HLA-DOB/HLA-DPA1/HLA-DQB1/HLA-DMA/HLA-DRB1/HLA-DOA/MAP2K6/CASP8/MYD88/CASP9/HLA-DQA1/IKBKB/HLA-DRA/HLA-DPB1/IKBKG/GNAO1/MAPK9/BAD/IL10RB/MAPK3/PIK3R5/PDPK1/STAT1
hsa03030	hsa03030	DNA replication	32	0.447053396600769	1.71858544751742	0.0105545936416677	0.115712649666119	0.0939417405840078	3959	tags=47%, list=26%, signal=35%	RFC4/RFC5/PRIM2/RPA4/RNASEH2A/RPA2/RFC2/MCM2/PRIM1/RNASEH1/MCM4/MCM6/DNA2/LIG1/MCM3
hsa03460	hsa03460	Fanconi anemia pathway	45	0.411045140381651	1.7129471537518	0.0103484288618943	0.115712649666119	0.0939417405840078	2135	tags=33%, list=14%, signal=29%	CENPS/UBE2T/POLN/BRCA2/TOP3B/RPA4/SLX4/POLI/PALB2/FANCL/RPA2/FAN1/BRCA1/TELO2/FANCC
hsa01200	hsa01200	Carbon metabolism	88	0.343599207113536	1.62969284821009	0.0108586650713074	0.115712649666119	0.0939417405840078	6859	tags=66%, list=45%, signal=37%	G6PD/ADH5/PSAT1/HKDC1/HK3/IDH3G/ENO2/PGK1/DLAT/ACADS/FBP1/PFKM/RGN/SDHC/RPE/TKFC/ME1/ACO1/ALDH6A1/CS/SUCLG1/ACOX1/PGLS/FH/IDH3B/ALDOB/PGAM1/MDH2/PCCB/ENO1/IDH1/ACOX3/HIBCH/PDHB/PRPS1/SDHA/PSPH/TALDO1/PKM/PGD/MCEE/SHMT2/PCCA/GPT2/IDH3A/IDNK/IDH2/ACSS2/ENO3/SDHB/ADPGK/HK1/TKT/ECHS1/SUCLG2/MDH1/ME2/GLUD2
hsa04668	hsa04668	TNF signaling pathway	90	-0.255443567446793	-1.51338078055654	0.010298125926515	0.115712649666119	0.0939417405840078	759	tags=12%, list=5%, signal=12%	TNFAIP3/PTGS2/CX3CL1/CXCL2/CCL2/CXCL1/CXCL3/MMP3/CCL20/IL6/LIF
hsa05165	hsa05165	Human papillomavirus infection	250	0.258585929502658	1.4276304096595	0.0118898629014721	0.122861916648545	0.0997458993010262	6276	tags=50%, list=41%, signal=30%	THBS4/SPP1/THBS3/WNT2B/COL6A2/EGF/ATP6V0A1/HEY1/TUBG1/NOTCH2/COL4A4/COL4A3/TNC/AXIN2/BCAP31/ITGA10/HES6/FZD1/PPP2R5D/MX1/COL6A3/COL9A2/HEY2/ATP6V0A4/LLGL2/FZD2/TUBG2/COL6A5/DVL1/PPP2R2C/PPP2R5A/RELN/FZD9/PPP2R5E/TSC2/TSC1/DVL2/MTOR/FAS/CASP8/BAK1/IKBKB/WNT3/IKBKG/E2F1/TNXB/ATP6V1H/CDK4/AXIN1/FZD8/STAT2/CREB3/BAD/UBR4/WNT10A/HLA-C/MAPK3/CREB3L1/CDKN1B/ATP6AP1/ITGA3/STAT1/PIK3CA/VWF/HLA-A/TRAF3/CCNA2/MAML1/APC/MDM2/WNT11/FN1/ATP6V1D/TBPL1/TCF7L2/PPP2R5C/TADA3/COL4A2/HES2/TRADD/PPP2R1A/HDAC1/HLA-B/HLA-E/GRB2/FZD3/ITGB4/ATP6V0E1/PKM/LAMB1/LAMA5/CREB3L4/PPP2R3A/CCND3/PARD6B/RHEB/HEYL/IFNAR2/MAP2K1/TLR3/HLA-F/PSEN1/PSMC1/ITGB5/TYK2/PXN/TP53/ITGB1/ATP6V0A2/CRB3/LAMC1/PPP2R3C/ATP6V1E1/WNT5B/RPS6KB2/COL6A1/ATP6V1C1/CHUK/PRKACA/FZD6/IKBKE/ATP6V0D1/CCNE2/ITGB6
hsa04612	hsa04612	Antigen processing and presentation	62	0.368722290453663	1.63720578091533	0.0135744444620121	0.136143692986651	0.110528758312978	5428	tags=61%, list=35%, signal=40%	RFX5/KLRC1/HLA-DQA2/HLA-DMB/CTSL/HSPA6/HSPA1L/HLA-DRB5/HLA-DOB/LGMN/HLA-DPA1/HLA-DQB1/HLA-DMA/CD74/HLA-DRB1/HLA-DOA/TAP1/HLA-DQA1/HLA-DRA/HLA-DPB1/HLA-C/NFYA/RFXANK/CTSB/HLA-A/TAP2/TAPBP/CTSS/HSPA1A/HLA-B/CALR/HLA-E/CANX/HSPA5/RFXAP/NFYB/HSPA1B/HLA-F
hsa05322	hsa05322	Systemic lupus erythematosus	46	0.385482188438373	1.6195255636185	0.0151167933920302	0.145262098148352	0.117931569109481	3348	tags=39%, list=22%, signal=31%	ELANE/GRIN2A/HLA-DQA2/HLA-DMB/HLA-DRB5/HLA-DOB/HLA-DPA1/HLA-DQB1/HLA-DMA/HLA-DRB1/FCGR2A/HLA-DOA/HLA-DQA1/HLA-DRA/HLA-DPB1/FCGR3A/ACTN1/CD86
hsa04260	hsa04260	Cardiac muscle contraction	59	-0.295365868939881	-1.59366801995162	0.0157614609655801	0.145262098148352	0.117931569109481	3660	tags=39%, list=24%, signal=30%	CASQ2/RYR2/CACNB2/CACNA1C/MYL4/COX7A1/ATP1A3/HRC/CACNG6/MYL3/SLC8A3/ATP2A1/CACNG1/ATP1A4/ACTC1/CACNA2D3/FXYD2/ATP1A2/CACNA2D1/CACNB4/TNNC1/SLC9A6/SLC8A2
hsa04140	hsa04140	Autophagy - animal	132	0.294330962855029	1.49701708284943	0.0157615766319326	0.145262098148352	0.117931569109481	6761	tags=55%, list=44%, signal=31%	MLST8/RAB39B/CTSL/ATG2A/DEPTOR/DAPK3/SNAP29/TSC2/TSC1/MTOR/RRAGD/BNIP3/MTMR4/ATG3/STX17/ATG5/VPS11/BECN1/ATG16L2/MAPK9/BAD/SMCR8/MAPK3/PDPK1/CALCOCO2/VPS39/PIK3CA/CTSB/DDIT4/LAMP2/MAP3K7/ATG4D/NBR1/CTSD/RAB7A/ATG4C/RAB8A/RB1CC1/AKT1S1/ATG4B/DAPK2/RRAGA/GORASP2/ATG9B/RHEB/BCL2L1/MAP2K1/PRKCQ/IGBP1/TANK/ZFYVE1/MTMR14/GABARAPL2/RRAGB/MAP1LC3A/RPS6KB2/PIK3R4/VPS41/ATG12/PRKACA/SQSTM1/PRKAA1/WIPI2/RRAS2/RAB1A/PRKACB/RPS6KB1/EIF2AK4/UBB/ATG14/ULK1/LAMP1/MRAS
hsa04973	hsa04973	Carbohydrate digestion and absorption	32	0.432236472811633	1.66162547406771	0.0162928649509093	0.146207024954212	0.118698711415212	2283	tags=34%, list=15%, signal=29%	AMY2B/PLCB2/PLCB1/HKDC1/HK3/AMY1A/LCT/AMY2A/AMY1B/SLC37A4/SLC5A1
hsa04064	hsa04064	NF-kappa B signaling pathway	90	-0.245850057223818	-1.45654382774289	0.0178562163259464	0.156127429926865	0.126752628710497	1451	tags=20%, list=9%, signal=18%	BIRC3/LCK/ICAM1/CCL4/RELB/TNFAIP3/PTGS2/BCL2A1/CCL4L2/BCL2/PLCG2/TNFSF14/CCL21/CXCL8/EDA2R/CXCL2/CXCL1/CXCL3
hsa00515	hsa00515	Mannose type O-glycan biosynthesis	18	0.50546780767043	1.66140429549499	0.0198105044376223	0.162600252237866	0.132007613330942	3017	tags=44%, list=20%, signal=36%	B4GAT1/POMT1/B4GALT2/LARGE2/POMT2/RXYLT1/LARGE1/ST3GAL3
hsa00900	hsa00900	Terpenoid backbone biosynthesis	18	0.504744804766408	1.65902788276966	0.0200270105395612	0.162600252237866	0.132007613330942	3412	tags=44%, list=22%, signal=35%	HMGCS2/PMVK/MVK/ICMT/FNTB/ZMPSTE24/GGPS1/PCYOX1
hsa01230	hsa01230	Biosynthesis of amino acids	58	0.351719153854703	1.55315792458745	0.0197020382045141	0.162600252237866	0.132007613330942	5144	tags=50%, list=33%, signal=33%	BCAT1/CTH/NAGS/PSAT1/IDH3G/BCAT2/PYCR2/ENO2/PGK1/PYCR1/PFKM/RPE/ACO1/MAT2B/CS/IDH3B/ALDOB/PGAM1/GLUL/ENO1/IDH1/ASNS/PRPS1/PSPH/TALDO1/PKM/PYCR3/SHMT2/GPT2
hsa00514	hsa00514	Other types of O-glycan biosynthesis	39	0.398064537984099	1.61329870952132	0.021763426326659	0.172589032032342	0.140117040977021	3017	tags=36%, list=20%, signal=29%	GALNT17/GALNT10/GALNTL6/POMT1/GALNT5/B4GALT2/C1GALT1/C1GALT1C1/POMT2/ST6GAL1/C1GALT1C1L/POFUT1/GXYLT2/ST3GAL3
hsa03430	hsa03430	Mismatch repair	20	0.476749306301894	1.62664715964657	0.0234783094899344	0.173173803526448	0.140591789867127	2006	tags=30%, list=13%, signal=26%	RFC4/RFC5/RPA4/MSH2/RPA2/RFC2
hsa01210	hsa01210	2-Oxocarboxylic acid metabolism	26	0.4422261577207	1.61935798836405	0.0296487485892458	0.173173803526448	0.140591789867127	5826	tags=65%, list=38%, signal=41%	BCAT1/NAGS/IDH3G/DBT/BCAT2/BCKDHB/DLAT/BCKDHA/ACO1/CS/IDH3B/IDH1/PDHB/DHTKD1/GPT2/IDH3A/IDH2
hsa00500	hsa00500	Starch and sucrose metabolism	27	0.438908928830582	1.6173502474422	0.0244313974353714	0.173173803526448	0.140591789867127	5496	tags=63%, list=36%, signal=41%	AMY2B/HKDC1/HK3/AMY1A/ENPP3/AMY2A/AMY1B/GYG1/GYS1/PYGB/GANC/AGL/AMY1C/G6PC3/PGM1/GYG2/UGP2
hsa00380	hsa00380	Tryptophan metabolism	32	0.417896501703092	1.60649902641661	0.0257443209512385	0.173173803526448	0.140591789867127	2291	tags=31%, list=15%, signal=27%	AOC1/ALDH9A1/INMT/GCDH/AFMID/ALDH1B1/KYNU/HAAO/MAOB/EHHADH
